Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
do wynajêcia kawalerka 29 m Warszawa ul. Romaszewskiego;2 300 z³;https://olx.pl/d/oferta/do-wynajecia-kawalerka-29-m-warszawa-ul-romaszewskiego-CID3-IDYpglR.html;1;Kawalerka;Blok;29 m?;Tak;Prywatne;500 z³
Du¿y APARTAMENT dla PARY/SINGLA gara¿ metro zieleñ;4 800 z³;https://www.otodom.pl/pl/oferta/duzy-apartament-dla-pary-singla-garaz-metro-zielen-ID4oOzK.html;4/4;3;kamienica;90 m?;;prywatny;1 000 z³/miesi¹c
Unikatowe 3-pokojowe 72 m kw Park Dreszera;6 500 z³;https://olx.pl/d/oferta/unikatowe-3-pokojowe-72-m-kw-park-dreszera-CID3-IDVAFsQ.html;1;3 pokoje;Kamienica;72 m?;Tak;Firmowe;300 z³
52 m2, 2 pokoje, wysoki standard, Zwyciêzców 40, Miejsce postojowe;4 100 z³;https://olx.pl/d/oferta/52-m2-2-pokoje-wysoki-standard-zwyciezcow-40-miejsce-postojowe-CID3-IDKBRZt.html;5;2 pokoje;Blok;52 m?;Tak;Prywatne;800 z³
Eleganckie, nowe z tarasem, 46m, 2 pokoje za 3 600. Gara¿.;3 700 z³;https://olx.pl/d/oferta/eleganckie-nowe-z-tarasem-46m-2-pokoje-za-3-600-garaz-CID3-IDYpfDw.html;7;2 pokoje;Apartamentowiec;50 m?;Tak;Prywatne;660 z³
Wynajem 50m2 2 pokoje, ul. Wronia, Oxygen Residence Wola;6 800 z³;https://olx.pl/d/oferta/wynajem-50m2-2-pokoje-ul-wronia-oxygen-residence-wola-CID3-IDYpfD5.html;;2 pokoje;Apartamentowiec;50 m?;Tak;Firmowe;600 z³
Bezpoœrednio- wynajmê mieszkanie dwupokojowe 43m2 Warszawa-Œródmieœcie;3 800 z³;https://olx.pl/d/oferta/bezposrednio-wynajme-mieszkanie-dwupokojowe-43m2-warszawa-srodmiescie-CID3-IDYpfyv.html;5;2 pokoje;Blok;43 m?;Nie;Prywatne;640 z³
Piêkne mieszkanie 2-pokojowe. Ochota/ W³ochy;2 900 z³;https://olx.pl/d/oferta/piekne-mieszkanie-2-pokojowe-ochota-wlochy-CID3-IDY8bCk.html;4;2 pokoje;Blok;36 m?;Tak;Prywatne;670 z³
Przestronne 2-pokojowe mieszkanie, ul. Branickiego;3 240 z³;https://www.otodom.pl/pl/oferta/przestronne-2-pokojowe-mieszkanie-ul-branickiego-ID4kGX0.html;1/4;2;apartamentowiec;53 m?;;prywatny;760 z³/miesi¹c
Przytulne M2 na Nowodworach.;2 800 z³;https://www.otodom.pl/pl/oferta/przytulne-m2-na-nowodworach-ID4nDdo.html;2/7;2;;46,3 m?;;biuro nieruchomoœci;550 z³/miesi¹c
2 pokojowe na 10 piêtrze z 2 miejscami w gara¿u...;4 500 z³;https://www.otodom.pl/pl/oferta/2-pokojowe-na-10-pietrze-z-2-miejscami-w-garazu-ID4obKu.html;10/12;2;apartamentowiec;60 m?;;prywatny;1 000 z³/miesi¹c
Wynajmê mieszkanie 50m Targówek 2 pokoje blok z 2008 przy METRO KONDRA;2 800 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-50m-targowek-2-pokoje-blok-z-2008-przy-metro-kondra-CID3-IDJRMyL.html;4;2 pokoje;Blok;50 m?;Tak;Prywatne;680 z³
Bezpoœrednio- wynajmê mieszkanie dwupokojowe 43m2 Warszawa-Œródmieœcie;3 800 z³;https://olx.pl/d/oferta/bezposrednio-wynajme-mieszkanie-dwupokojowe-43m2-warszawa-srodmiescie-CID3-IDYpfyv.html;5;2 pokoje;Blok;43 m?;Nie;Prywatne;640 z³
Piêkne mieszkanie 2-pokojowe. Ochota/ W³ochy;2 900 z³;https://olx.pl/d/oferta/piekne-mieszkanie-2-pokojowe-ochota-wlochy-CID3-IDY8bCk.html;4;2 pokoje;Blok;36 m?;Tak;Prywatne;670 z³
Przestronne 2-pokojowe mieszkanie, ul. Branickiego;3 240 z³;https://www.otodom.pl/pl/oferta/przestronne-2-pokojowe-mieszkanie-ul-branickiego-ID4kGX0.html;1/4;2;apartamentowiec;53 m?;;prywatny;760 z³/miesi¹c
Wynajmê mieszkanie lub pokój Warszawa plac Grzybowska 38m2;2 900 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-lub-pokoj-warszawa-plac-grzybowska-38m2-CID3-IDR6jjO.html;6;2 pokoje;Blok;38 m?;Tak;Prywatne;605 z³
Wynajem 108m2 3 pokoje, 2 gara¿e, Skwer Wyszyñskiego, Wola, Nowolipki;8 000 z³;https://olx.pl/d/oferta/wynajem-108m2-3-pokoje-2-garaze-skwer-wyszynskiego-wola-nowolipki-CID3-IDYpf0V.html;10;3 pokoje;Apartamentowiec;108 m?;Tak;Firmowe;1 000 z³
Trzypokojowe mieszkanie 64m2 na Goc³awiu;3 500 z³;https://olx.pl/d/oferta/trzypokojowe-mieszkanie-64m2-na-goclawiu-CID3-IDY8UIb.html;2;3 pokoje;Blok;64 m?;Tak;Prywatne;1 000 z³
Niebanalne 2 pokoje z antresol¹ na Pradze Po³udnie;2 800 z³;https://olx.pl/d/oferta/niebanalne-2-pokoje-z-antresola-na-pradze-poludnie-CID3-IDY8aAn.html;4;2 pokoje;Kamienica;50 m?;Tak;Prywatne;700 z³
Mieszkanie wynajmê dla 2 osób od 1 marca 2024;2 900 z³;https://www.otodom.pl/pl/oferta/mieszkanie-wynajme-dla-2-osob-od-1-marca-2024-ID4eyMw.html;3/4;2;blok;37 m?;;prywatny;400 z³/miesi¹c
Wynajem 51m2 2 pokoje, Al.Niepodleg³oœci, Mokotów;3 900 z³;https://olx.pl/d/oferta/wynajem-51m2-2-pokoje-al-niepodleglosci-mokotow-CID3-IDYpeTw.html;3;2 pokoje;Kamienica;51 m?;Tak;Firmowe;820 z³
Kamienica, ³adne i klimatyczne mieszkanie na Powiœlu - ul. Górnoœl¹ska;3 100 z³;https://olx.pl/d/oferta/kamienica-ladne-i-klimatyczne-mieszkanie-na-powislu-ul-gornoslaska-CID3-IDQt6TF.html;3;Kawalerka;Apartamentowiec;36 m?;Tak;Firmowe;1 z³
Centrum Wynajmê LUKSUSOWE mieszkanie 45m2 Œródmieœcie Powiœle;6 500 z³;https://olx.pl/d/oferta/centrum-wynajme-luksusowe-mieszkanie-45m2-srodmiescie-powisle-CID3-IDLA8rI.html;1;2 pokoje;Apartamentowiec;45 m?;Tak;Prywatne;700 z³
Bezpoœrednio od w³aœciciela 2 pok.na Pradze Po³udnie, obnizka ceny;2 750 z³;https://olx.pl/d/oferta/bezposrednio-od-wlasciciela-2-pok-na-pradze-poludnie-obnizka-ceny-CID3-IDUpfMS.html;2;2 pokoje;Blok;51 m?;Tak;Prywatne;850 z³
Mieszkanie dwupokojowe do wynajêcia;2 600 z³;https://olx.pl/d/oferta/mieszkanie-dwupokojowe-do-wynajecia-CID3-IDYnSgz.html;3;2 pokoje;Kamienica;39 m?;Tak;Prywatne;400 z³
Wynajem na biuro 93m2 4pokoje, Al.Niepodleg³oœci, Mokotów;11 000 z³;https://olx.pl/d/oferta/wynajem-na-biuro-93m2-4pokoje-al-niepodleglosci-mokotow-CID3-IDYpeNB.html;2;4 i wiêcej;Kamienica;93 m?;Nie;Firmowe;1 000 z³
Mieszkanie 3 pokoje Osiedle Pod Sosnami, akceptacja zwierz¹t;3 500 z³;https://olx.pl/d/oferta/mieszkanie-3-pokoje-osiedle-pod-sosnami-akceptacja-zwierzat-CID3-IDYpeMo.html;Parter;3 pokoje;Blok;53 m?;Tak;Prywatne;900 z³
£adne 3 (4) pokojowe przy Parku Szczêœliwickim, z du¿¹ komórk¹;4 500 z³;https://olx.pl/d/oferta/ladne-3-4-pokojowe-przy-parku-szczesliwickim-z-duza-komorka-CID3-IDYpeIX.html;1;3 pokoje;Blok;66 m?;Tak;Prywatne;700 z³
2-pokojowe mieszkanie blisko metra M³ociny;3 500 z³;https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-blisko-metra-mlociny-ID4oOxr.html;1;2;apartamentowiec;50 m?;;prywatny;770 z³/miesi¹c
POSTEPU 10, Mokotow, Mordor, Kawalerka, Studio;2 400 z³;https://olx.pl/d/oferta/postepu-10-mokotow-mordor-kawalerka-studio-CID3-IDNbTGw.html;8;Kawalerka;Apartamentowiec;27 m?;Tak;Prywatne;600 z³
Mokotow, mieszkanie 50 m - bezposrednio;3 000 z³;https://olx.pl/d/oferta/mokotow-mieszkanie-50-m-bezposrednio-CID3-IDYpdVe.html;8;2 pokoje;Apartamentowiec;50 m?;Tak;Prywatne;500 z³
Kawalerka, studio 29 m2, na Powiœlu, po remoncie.;2 500 z³;https://olx.pl/d/oferta/kawalerka-studio-29-m2-na-powislu-po-remoncie-CID3-IDJuK81.html;1;Kawalerka;Kamienica;29 m?;Tak;Prywatne;615 z³
Ciche mieszkanie przy Parku Morskie Oko;3 000 z³;https://olx.pl/d/oferta/ciche-mieszkanie-przy-parku-morskie-oko-CID3-IDYpdTU.html;2;2 pokoje;Kamienica;39 m?;Tak;Prywatne;650 z³
2-pokojowe mieszkanie przy Rondo Daszyñskiego;3 800 z³;https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-przy-rondo-daszynskiego-ID46tFu.html;1/7;2;blok;45 m?;;prywatny;800 z³/miesi¹c
Eleganckie mieszkanie 2 pokojowe w Porcie Praskim do wynajêcia;4 800 z³;https://olx.pl/d/oferta/eleganckie-mieszkanie-2-pokojowe-w-porcie-praskim-do-wynajecia-CID3-IDYpdPa.html;5;2 pokoje;Apartamentowiec;41 m?;Tak;Prywatne;800 z³
OCHOTA / ul. Grójecka / 2 POKOJE-z balkonem!;2 300 z³;https://olx.pl/d/oferta/ochota-ul-grojecka-2-pokoje-z-balkonem-CID3-IDXswfY.html;6;2 pokoje;Blok;38 m?;Tak;Prywatne;500 z³
Dwupokojowe mieszkanie z ogródkiem;3 000 z³;https://olx.pl/d/oferta/dwupokojowe-mieszkanie-z-ogrodkiem-CID3-IDY588F.html;Parter;2 pokoje;Apartamentowiec;31,60 m?;Tak;Firmowe;1 z³
Mieszkanie Rakowiec 2 Pokoje / Ochota Mo³dawska;2 600 z³;https://olx.pl/d/oferta/mieszkanie-rakowiec-2-pokoje-ochota-moldawska-CID3-IDXKEzM.html;9;2 pokoje;Blok;43 m?;Tak;Prywatne;600 z³
Wynajmê kawalerkê;1 800 z³;https://olx.pl/d/oferta/wynajme-kawalerke-CID3-IDYpdIu.html;1;Kawalerka;Blok;24 m?;Tak;Prywatne;700 z³
Skorosze: 2 pokoje 45m2 ul. Ry¿owa;3 000 z³;https://olx.pl/d/oferta/skorosze-2-pokoje-45m2-ul-ryzowa-CID3-IDYpdG9.html;5;2 pokoje;Blok;45 m?;Tak;Prywatne;620 z³
elegancka i funkcjonalna KAWALERKA do wynajêcia;3 200 z³;https://www.otodom.pl/pl/oferta/elegancka-i-funkcjonalna-kawalerka-do-wynajecia-ID4oOvu.html;2/4;1;;29 m?;;prywatny;
Mieszkanie po remoncie;4 500 z³;https://olx.pl/d/oferta/mieszkanie-po-remoncie-CID3-IDYpdzB.html;Parter;2 pokoje;Kamienica;45 m?;Tak;Prywatne;500 z³
Bezpoœrednio, komfortowe, po generalnym remoncie;3 500 z³;https://www.otodom.pl/pl/oferta/bezposrednio-komfortowe-po-generalnym-remoncie-ID4bqcZ.html;2/4;2;blok;45 m?;;prywatny;
elegancka i funkcjonalna KAWALERKA do wynajêcia;3 200 z³;https://olx.pl/d/oferta/elegancka-i-funkcjonalna-kawalerka-do-wynajecia-CID3-IDYpduq.html;2;Kawalerka;Blok;29 m?;Tak;Prywatne;1 z³
Przytulne mieszkanie z garazem i duzym tarasem;4 000 z³;https://olx.pl/d/oferta/przytulne-mieszkanie-z-garazem-i-duzym-tarasem-CID3-IDYpdoy.html;1;2 pokoje;Blok;38 m?;Tak;Prywatne;520 z³
Pokoj do wynajecia 1400zl ul Wiosenna 2 Praga Pó³noc;1 400 z³;https://olx.pl/d/oferta/pokoj-do-wynajecia-1400zl-ul-wiosenna-2-praga-polnoc-CID3-IDYpdeg.html;7;2 pokoje;Blok;15 m?;Tak;Prywatne;400 z³
2 pokoje, 42 m. Ursynów, przy stacji metra Imielin;2 800 z³;https://olx.pl/d/oferta/2-pokoje-42-m-ursynow-przy-stacji-metra-imielin-CID3-IDYpdel.html;5;2 pokoje;Blok;42 m?;Tak;Prywatne;970 z³
Wynajmê kawalerkê 20m2 Warszawa Ursus ul. S³awka;2 100 z³;https://olx.pl/d/oferta/wynajme-kawalerke-20m2-warszawa-ursus-ul-slawka-CID3-IDY86yH.html;Parter;Kawalerka;Blok;20 m?;Tak;Prywatne;1 z³
2-pokoje | Ul. Suwak | Spokojna okolica | OD ZARAZ;3 610 z³;https://olx.pl/d/oferta/2-pokoje-ul-suwak-spokojna-okolica-od-zaraz-CID3-IDWnEGB.html;1;2 pokoje;Blok;38 m?;Tak;Prywatne;440 z³
Nowe mieszkanie, 45 m, 2 pokoje Ochota;3 100 z³;https://olx.pl/d/oferta/nowe-mieszkanie-45-m-2-pokoje-ochota-CID3-IDS1V8W.html;1;2 pokoje;Blok;45 m?;Tak;Prywatne;990 z³
Do wynajêcia 3 pokoje 60m2 Stare W³ochy, PKP, A2/S7, parking.;4 400 z³;https://olx.pl/d/oferta/do-wynajecia-3-pokoje-60m2-stare-wlochy-pkp-a2-s7-parking-CID3-IDYo5Gj.html;1;3 pokoje;Blok;60 m?;Tak;Prywatne;960 z³
Apartament 4 pokojowy z tarasem do wynajêcia w Warszawie;6 358,58 z³;https://olx.pl/d/oferta/apartament-4-pokojowy-z-tarasem-do-wynajecia-w-warszawie-CID3-IDX9oGU.html;1;4 i wiêcej;Apartamentowiec;86 m?;Tak;Firmowe;1 z³
Apartament 2 pok.11 p. Œródmieœcie ul. Pokorna 2. Metro Dw. Gdañski.;3 999 z³;https://olx.pl/d/oferta/apartament-2-pok-11-p-srodmiescie-ul-pokorna-2-metro-dw-gdanski-CID3-IDXwx7f.html;;2 pokoje;Apartamentowiec;39 m?;Tak;Prywatne;1 z³
2 pokoje, 7min metro Natolin, du¿a loggia;3 000 z³;https://www.otodom.pl/pl/oferta/2-pokoje-7min-metro-natolin-duza-loggia-ID4oOwW.html;1;2;blok;46,5 m?;;prywatny;670 z³/miesi¹c
Mieszkanie/kawalerka na wynajem, ok. 28m2, Mokotów;2 100 z³;https://olx.pl/d/oferta/mieszkanie-kawalerka-na-wynajem-ok-28m2-mokotow-CID3-IDYpcjY.html;Parter;Kawalerka;Blok;28 m?;Tak;Prywatne;160 z³
Karolkowa, 31m^2, tu¿ po remoncie, jasne i widne;2 800 z³;https://www.otodom.pl/pl/oferta/karolkowa-31m2-tuz-po-remoncie-jasne-i-widne-ID4oOwS.html;3/3;1;blok;31 m?;;prywatny;500 z³/miesi¹c
Nowe 2-pokojowe mieszkanie na Woli 42,25 m2 do wynajêcia;3 500 z³;https://olx.pl/d/oferta/nowe-2-pokojowe-mieszkanie-na-woli-42-25-m2-do-wynajecia-CID3-IDYpbUZ.html;2;2 pokoje;Apartamentowiec;42,25 m?;Tak;Prywatne;600 z³
Apartament LUX 33 m2, Grzybowska MENNICA RESIDENCE;5 300 z³;https://www.otodom.pl/pl/oferta/apartament-lux-33-m2-grzybowska-mennica-residence-ID4ilEY.html;4/14;2;apartamentowiec;33 m?;;prywatny;650 z³/miesi¹c
Do wynajêcia od 1 Lutego Mieszkanie dwupokojowe;3 200 z³;https://www.otodom.pl/pl/oferta/do-wynajecia-od-1-lutego-mieszkanie-dwupokojowe-ID4oOw3.html;2/5;2;apartamentowiec;45 m?;;biuro nieruchomoœci;600 z³/miesi¹c
Wynajem mieszkania;3 200 z³;https://olx.pl/d/oferta/wynajem-mieszkania-CID3-IDYdRW0.html;3;2 pokoje;Blok;43 m?;Tak;Prywatne;1 000 z³
Bezpoœrednio piêkne, du¿e, dwupokojowe54m PragaP³d;3 000 z³;https://www.otodom.pl/pl/oferta/bezposrednio-piekne-duze-dwupokojowe54m-pragapld-ID4oOw6.html;8/16;2;blok;54 m?;;prywatny;715 z³/miesi¹c
Wynajmê bezpoœrednio mieszkanie dwupokojowe Bemowo;3 000 z³;https://olx.pl/d/oferta/wynajme-bezposrednio-mieszkanie-dwupokojowe-bemowo-CID3-IDXVAak.html;Powy¿ej 10;2 pokoje;Blok;36 m?;Tak;Prywatne;535 z³
Przestronne poddasze z antresol¹ przy metrze;3 500 z³;https://www.otodom.pl/pl/oferta/przestronne-poddasze-z-antresola-przy-metrze-ID4o1q9.html;poddasze/4;2;apartamentowiec;62 m?;;prywatny;820 z³/miesi¹c
apartament typu open - space Aleja Wilanowska 7a;4 500 z³;https://olx.pl/d/oferta/apartament-typu-open-space-aleja-wilanowska-7a-CID3-IDY1jwH.html;3;3 pokoje;Apartamentowiec;86 m?;Tak;Prywatne;2 050 z³
Bezpoœrednio piêkne, du¿e, dwupokojowe54m PragaP³d;3 000 z³;https://www.otodom.pl/pl/oferta/bezposrednio-piekne-duze-dwupokojowe54m-pragapld-ID4oOw6.html;8/16;2;blok;54 m?;;prywatny;715 z³/miesi¹c
Wynajmê nowoczesne 3 pokojowe mieszkanie na Saskiej Kêpie;4 800 z³;https://olx.pl/d/oferta/wynajme-nowoczesne-3-pokojowe-mieszkanie-na-saskiej-kepie-CID3-IDHZUhH.html;1;3 pokoje;Blok;50 m?;Tak;Prywatne;500 z³
Mieszkanie 2 pokojowe do wynajêcia Warszawa Tarchomin.;3 400 z³;https://olx.pl/d/oferta/mieszkanie-2-pokojowe-do-wynajecia-warszawa-tarchomin-CID3-IDU4VUr.html;4;2 pokoje;Blok;38 m?;Tak;Prywatne;800 z³
Ch³odna mieszkanie 58m2 2 pokoje z salonem;3 600 z³;https://www.otodom.pl/pl/oferta/chlodna-mieszkanie-58m2-2-pokoje-z-salonem-ID4oOtu.html;5/10;2;blok;58 m?;;prywatny;
Mieszkanie do wynajêcia wynajem Wola Jana Kazimierza Gizów 43 metry;3 000 z³;https://olx.pl/d/oferta/mieszkanie-do-wynajecia-wynajem-wola-jana-kazimierza-gizow-43-metry-CID3-IDYpax2.html;Parter;2 pokoje;Apartamentowiec;43 m?;Tak;Prywatne;850 z³
2 pok. Ogrodowa 31, nieumeblowane;4 000 z³;https://www.otodom.pl/pl/oferta/2-pok-ogrodowa-31-nieumeblowane-ID4oOtR.html;1/8;2;apartamentowiec;42 m?;;prywatny;1 z³/miesi¹c
3-pokojowe mieszkanie na Mokotowie;3 500 z³;https://olx.pl/d/oferta/3-pokojowe-mieszkanie-na-mokotowie-CID3-IDYpao3.html;2;3 pokoje;Blok;55 m?;Tak;Prywatne;735 z³
Ogrodowa 31, umeblowane, 2 pokoje;4 000 z³;https://www.otodom.pl/pl/oferta/ogrodowa-31-umeblowane-2-pokoje-ID4oOup.html;3/8;2;apartamentowiec;45 m?;;prywatny;1 z³/miesi¹c
Nowe, przestrone, 2 pok mieszkanie, na Mokotowie;3 999 z³;https://www.otodom.pl/pl/oferta/nowe-przestrone-2-pok-mieszkanie-na-mokotowie-ID4nC6g.html;3/6;2;;49,27 m?;;biuro nieruchomoœci;
wynajmê mieszkanie  Warszawa Bielany;3 000 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-warszawa-bielany-CID3-IDY5HDd.html;;;;;;;
Mieszkanie na wynajem na 1-6 miesiêcy, 1,5 pokoju;3 300 z³;https://olx.pl/d/oferta/mieszkanie-na-wynajem-na-1-6-miesiecy-1-5-pokoju-CID3-IDYpJLa.html;4;Kawalerka;Apartamentowiec;32 m?;Tak;Prywatne;500 z³
Nowoczesne studio z si³owni¹ i saun¹ w cenie!;3 150 z³;https://www.otodom.pl/pl/oferta/nowoczesne-studio-z-silownia-i-sauna-w-cenie-ID4oBjn.html;7/8;1;;33,17 m?;;biuro nieruchomoœci;545 z³/miesi¹c
Studio Top Floor View Grzybowska 49;5 100 z³;https://www.otodom.pl/pl/oferta/studio-top-floor-view-grzybowska-49-ID4oePx.html;> 10/16;1;apartamentowiec;38,9 m?;;prywatny;
No commission! PET FRIENDLY Studio | Large balcony;2 500 z³;https://www.otodom.pl/pl/oferta/no-commission-pet-friendly-studio-large-balcony-ID4oOtD.html;2/2;1;blok;22,2 m?;;biuro nieruchomoœci;450 z³/miesi¹c
Przestronny apartament do wynajêcia 88 m2;6 700 z³;https://www.otodom.pl/pl/oferta/przestronny-apartament-do-wynajecia-88-m2-ID4ncTT.html;1/4;3;apartamentowiec;88 m?;;biuro nieruchomoœci;1 500 z³/miesi¹c
31 M2 - Przytulne Mieszkanie Na Wynajem;3 000 z³;https://www.otodom.pl/pl/oferta/31-m2-przytulne-mieszkanie-na-wynajem-ID4oDAg.html;2/6;2;apartamentowiec;31 m?;;biuro nieruchomoœci;
Praga Po³udnie: 2-pokojowe mieszkanie;3 200 z³;https://olx.pl/d/oferta/praga-poludnie-2-pokojowe-mieszkanie-CID3-IDYp9NA.html;3;2 pokoje;Blok;49 m?;Tak;Prywatne;700 z³
2 pokoje z balkonem przy lesie z miejscem postojowym;2 990 z³;https://olx.pl/d/oferta/2-pokoje-z-balkonem-przy-lesie-z-miejscem-postojowym-CID3-IDViOva.html;Parter;2 pokoje;Blok;40 m?;Tak;Firmowe;700 z³
Spokojne osiedle w pobli¿u centrum;3 800 z³;https://www.otodom.pl/pl/oferta/spokojne-osiedle-w-poblizu-centrum-ID4oOu5.html;3/3;2;blok;50,5 m?;;prywatny;900 z³/miesi¹c
Do wynajêcia studio20m2 - 11 piêtro-balkon, piwnica, Jerozolimskie 149;2 000 z³;https://olx.pl/d/oferta/do-wynajecia-studio20m2-11-pietro-balkon-piwnica-jerozolimskie-149-CID3-IDYp9fr.html;Powy¿ej 10;Kawalerka;Blok;20 m?;Tak;Prywatne;400 z³
?????? ??????? Wawer 2-3 ?????? ??????!;23 z³;https://olx.pl/d/oferta/wawer-2-3-CID3-IDYp8SO.html;1;Kawalerka;Kamienica;15 m?;Tak;Prywatne;5 z³
BP 42m-2 pokoje XVpiêtro wolska. Centrum przy Metrze;3 450 z³;https://olx.pl/d/oferta/bp-42m-2-pokoje-xvpietro-wolska-centrum-przy-metrze-CID3-IDYp8KH.html;Powy¿ej 10;2 pokoje;Blok;42 m?;Tak;Prywatne;780 z³
Piêkne mieszkanie 57m2, metro, Wola, J. Olbrachta;5 500 z³;https://www.otodom.pl/pl/oferta/piekne-mieszkanie-57m2-metro-wola-j-olbrachta-ID4fgW6.html;4/5;2;blok;57 m?;;prywatny;
Mieszkanie 3 pokoje 58m2 z oddzieln¹ kuchni¹ w dobrej lokalizacji.;3 700 z³;https://olx.pl/d/oferta/mieszkanie-3-pokoje-58m2-z-oddzielna-kuchnia-w-dobrej-lokalizacji-CID3-IDYkd2n.html;10;3 pokoje;Blok;58 m?;Nie;Prywatne;1 z³
2 pokoje Bielany, gara¿ w cenie, 2017 rok;3 600 z³;https://olx.pl/d/oferta/2-pokoje-bielany-garaz-w-cenie-2017-rok-CID3-IDY6Mjc.html;5;2 pokoje;Blok;40 m?;Tak;Prywatne;600 z³
Mieszkanie do wynajêcia Œródmieœcie ul. Lwowska na biuro / dla rodziny;8 500 z³;https://olx.pl/d/oferta/mieszkanie-do-wynajecia-srodmiescie-ul-lwowska-na-biuro-dla-rodziny-CID3-IDYpt9O.html;1;3 pokoje;Kamienica;73 m?;Tak;Firmowe;500 z³
Bezpoœrednio Apartament na cichym i spokojnym osiedlu dostêpne 01.2024;13 000 z³;https://olx.pl/d/oferta/bezposrednio-apartament-na-cichym-i-spokojnym-osiedlu-dostepne-01-2024-CID3-IDXWPhr.html;Parter;4 i wiêcej;Apartamentowiec;119 m?;Tak;Prywatne;700 z³
Do wynajêcia 39m2 , Warszawa, Praga, ul. Letnia, 2900PLN;2 900 z³;https://olx.pl/d/oferta/do-wynajecia-39m2-warszawa-praga-ul-letnia-2900pln-CID3-IDXLs9X.html;3;Kawalerka;Kamienica;39 m?;Tak;Prywatne;1 z³
No commission! Studio | Large balcony | Szczêsna;2 500 z³;https://www.otodom.pl/pl/oferta/no-commission-studio-large-balcony-szczesna-ID4oOsh.html;1/2;1;blok;22,4 m?;;biuro nieruchomoœci;450 z³/miesi¹c
Bezpoœrednio kawalerka 37m Wawa-Weso³a Wspólna 2C;2 500 z³;https://www.otodom.pl/pl/oferta/bezposrednio-kawalerka-37m-wawa-wesola-wspolna-2c-ID4i3YQ.html;2/3;1;kamienica;37 m?;;prywatny;400 z³/miesi¹c
Studio 30.5m2 PKP Aleje Jerozolimskie wyposa¿one;2 700 z³;https://www.otodom.pl/pl/oferta/studio-30-5m2-pkp-aleje-jerozolimskie-wyposazone-ID4oOrS.html;5/6;1;blok;30,5 m?;;prywatny;600 z³/miesi¹c
Mieszkanie Rakowiec 2 Pokoje / Ochota Mo³dawska;2 600 z³;https://olx.pl/d/oferta/mieszkanie-rakowiec-2-pokoje-ochota-moldawska-CID3-IDXKEzM.html;9;2 pokoje;Blok;43 m?;Tak;Prywatne;600 z³
Kawalerka 25m praga pó³noc;2 000 z³;https://olx.pl/d/oferta/kawalerka-25m-praga-polnoc-CID3-IDGejLK.html;Parter;Kawalerka;Kamienica;25 m?;Tak;Prywatne;1 z³
Nowoczesne mieszkanie obok Galerii Promenada;3 300 z³;https://olx.pl/d/oferta/nowoczesne-mieszkanie-obok-galerii-promenada-CID3-IDYhsNR.html;2;2 pokoje;Blok;47 m?;Tak;Prywatne;710 z³
Kawalerka w Ursusie - nowa;2 550 z³;https://olx.pl/d/oferta/kawalerka-w-ursusie-nowa-CID3-IDO66CP.html;4;Kawalerka;Blok;32 m?;Tak;Prywatne;350 z³
Nowoczesne mieszkanie obok Galerii Promenada;3 300 z³;https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-obok-galerii-promenada-ID4oOrn.html;2/5;2;blok;47 m?;;prywatny;710 z³/miesi¹c
Bezpoœrednio Mieszkanie Ursynów 3 pokoje 50 m;3 899 z³;https://olx.pl/d/oferta/bezposrednio-mieszkanie-ursynow-3-pokoje-50-m-CID3-IDY0hOu.html;5;3 pokoje;Blok;50 m?;Tak;Prywatne;948 z³
Mieszkanie 2-pokojowe na Mokotowie;2 900 z³;https://olx.pl/d/oferta/mieszkanie-2-pokojowe-na-mokotowie-CID3-IDYoxKN.html;4;2 pokoje;Kamienica;50 m?;Tak;Prywatne;940 z³
Niebanalne 2 pokoje z antresol¹ na Pradze Po³udnie;2 800 z³;https://olx.pl/d/oferta/niebanalne-2-pokoje-z-antresola-na-pradze-poludnie-CID3-IDY8aAn.html;4;2 pokoje;Kamienica;50 m?;Tak;Prywatne;700 z³
Mieszkanie 54m, Konstruktorska, Mordor, Mokotów;4 500 z³;https://olx.pl/d/oferta/mieszkanie-54m-konstruktorska-mordor-mokotow-CID3-IDT1YtG.html;4;2 pokoje;Apartamentowiec;54 m?;Tak;Prywatne;750 z³
Wynajmê bezpoœrednio J. Kazimierza;3 000 z³;https://olx.pl/d/oferta/wynajme-bezposrednio-j-kazimierza-CID3-IDYck6f.html;4;2 pokoje;Apartamentowiec;35 m?;Tak;Prywatne;1 z³
Aktualnie| Komfortowe dwupokojowe mieszkanie +Gara¿ | ul.Nakielska;3 300 z³;https://olx.pl/d/oferta/aktualnie-komfortowe-dwupokojowe-mieszkanie-garaz-ul-nakielska-CID3-IDYoQDT.html;3;2 pokoje;Blok;33 m?;Tak;Prywatne;500 z³
Mieszkanie do wynajêcia W-wa, 91m2, 3pokoje, taras;4 000 z³;https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-w-wa-91m2-3pokoje-taras-ID4oOrg.html;1/3;3;apartamentowiec;91 m?;;prywatny;1 500 z³/miesi¹c
